tanggal,suka,komentar
2025-06-26 14:24:59,0,"bisa teu min lamun ngisi data diri tanggal lahir tingal ngetik tong kudu ngageser pan cangkel atuh komo nulahir taun 70 mah, terus teu kudu make alamat patokan sakirana apk na masih keneh abal abal mah, cukup ku rt/RW oge. sok omean apk teh da gede dana teh"
2025-06-26 13:37:05,0,memudahkan untuk mengecek pmbayaran pajak kendaraan
2025-06-26 11:30:08,0,"APLIKASI TOLOL DISURUH LENGKAPI DATA MULU, TAPI PAS SUDAH ISI DATA GBSA DI SAVE"
2025-06-26 10:42:21,0,Bagus
2025-06-26 10:13:40,0,ga bisa isi data diri
2025-06-26 06:04:16,31,Aplikasi gak jelas masa mau lengkap data diri simpan gak ke save data diri saya buang anggaran saja buat aplikasi gak bisa simpan data orang pantes rawan diretas orang benerin bug gak bisa buang anggaran saja buat apk gak bisa simpen data diri
2025-06-26 05:36:52,0,sangat membantu
2025-06-26 04:31:46,0,"Gimana nih, mau ubah/isi data pribadi nggak bisa nyimpen, padahal petunjuk pengisian sudah sesuai. cam mana mau ngisi kalo gini keadaannya"
2025-06-26 04:23:28,0,informasi akurat adanya sapa warga
2025-06-26 04:12:44,0,"apliaksi sekelas pemerintahan jelek gini, kalah sama aplikasi pinjol."
2025-06-26 03:59:58,1,"Mau lengkapi data diri (sambara) ajj sulit, terus²an gabisa disave. Berhari² coba ttp."
2025-06-26 03:35:44,0,KAGA ADA GUNANYA INI MAU LENGKAPI DATA AJA SUSAHNYA MINTA AMPUN
2025-06-26 02:59:30,1,dipinta lengkapi data diri..sudah dilengkapi semua tapi ga mau kesimpen simpen padahal udah di isi semua sesuai yang harus di isi..
2025-06-26 01:30:57,0,ok..
2025-06-25 17:23:51,0,"Tidak bisa masuk, padahal sudah isi data diri."
2025-06-25 13:05:12,0,"banyak bug,"
2025-06-25 10:43:02,0,tak guna
2025-06-25 07:38:03,0,terimakasih sapawarga sangat membantu.
2025-06-25 06:55:11,10,harus nya bisa urus pajak 5 tahunan juga itu pasti lebih bagus.. jadi yg sklian mau balik nama gak susah sesuai arahan gubernur jabar. ini update sama saja ko. pembayaran pajak 5 tahunan buat yg beli second dan pemilik pribadi tidak bisa di lakukan. padahal gk bsa libur kerja. pake biro jasa amat sangat mahal
2025-06-25 05:38:41,0,sangat membantu sekali
2025-06-25 05:26:42,0,"eror saat melakukan pembayaran melalui qris,mohon segera perbaiki"
2025-06-25 01:53:27,0,bagus sangat membantu
2025-06-24 14:35:35,0,sangat membantu
2025-06-24 11:32:26,0,lebih mudah mencari informasi
2025-06-24 09:26:47,0,bagus
2025-06-24 06:30:30,0,ok
2025-06-24 05:55:24,0,Samsat Pondok Gede lucu banget. Anak saya bayar pajak 5 tahunan bisa. Tapi saya bayar pajak 5 tahunan gak bisa. 😇😇😇
2025-06-24 00:45:49,0,sangat membantu warga
2025-06-24 00:42:27,0,tes dlu..baru download udah harus di update
2025-06-23 23:08:16,0,Good Info
2025-06-23 22:44:23,0,aplikasi yang sangat bermanfaat dan antar muka mudah sekali dipahami dan digunakan
2025-06-23 15:40:45,0,sangat membantu dalam mencari informasi tentang Jawa Barat
2025-06-23 13:34:22,0,semenjak di update tidak bisa masuk akun malah keluar terus gimana ini
2025-06-23 10:59:49,0,good
2025-06-23 07:01:06,0,baik membantu
2025-06-23 06:57:55,0,ok
2025-06-23 06:57:19,0,mantap
2025-06-23 05:03:24,0,"Mantap! Sapawarga - Jabar Super Apps terus update hal hal baru dan berinovasi terus, ditunggu ya!"
2025-06-23 04:50:46,0,"percuma bayar,cetak stnk harus ke samsat juga,mening aplikasi SIGNAL bisa diantar ke rumah STNK nya,qplikasi g jelas"
2025-06-23 03:32:14,0,"BAGUS BANGET APLIKASI SAPAWARGAJABAR INI TEMEN'. BERGUNA BANGET BUAT AKU YANG MAU DAFTAR SPMB, LINK BUAT SPMB GABISA DI AKSES SAMA AKU, UNTUNG AJA BISA PAKE APLIKASI INI ❣️. BENER² MEMBANTU BANGET 💗💞💌"
2025-06-23 02:35:46,0,bagus..👍🏻
2025-06-23 01:05:08,0,aksesnya cepat
2025-06-22 16:04:24,0,bagus sangat akurat
2025-06-22 14:47:14,0,pasang. Aplikasi Sapawarga
2025-06-22 14:37:07,0,alhamdulilah sangat membantu sekali
2025-06-22 14:22:50,0,nggk bisa daftar...tolong diperbaiki
2025-06-22 13:10:50,0,sangat membantu
2025-06-22 12:13:41,0,"di update malah force stop sendiri,,,bagus kemaren sblm update lancar login nya..."
2025-06-22 07:59:35,0,bagus
2025-06-22 07:46:23,0,Saya Bangga sebagai warga jabar punya aplikasi canggih simple seperti ini 👏👏👏👍👍👍
2025-06-22 07:13:01,0,sangat membantu
2025-06-22 06:51:42,0,kalo kita bayar pajak secara online ntii surat STNK nya gmna pak.? dikirim melalui pos apa tetep hrus ambil ke Samsat.?
2025-06-22 05:28:33,0,sangat membantu masyarakat
2025-06-22 00:07:17,0,So Far So Good ⭐⭐⭐⭐⭐
2025-06-21 21:37:53,0,sangat membantu
2025-06-21 15:15:31,0,bagus
2025-06-21 15:03:13,0,kurang maksimal mohon di tingkat kan lagi
2025-06-21 14:44:18,0,"layanan data kependudukan cm ada 2, sumedang dan bandung. cirebon punya sintren tapi udah mati di alihkan ke IKD yg ruwed kebanyakan berkas yang harus di upload buat bikin akte"
2025-06-21 13:44:46,0,apk ini bagus tuk melihat pajak kendaraan di Jawa barat
2025-06-21 12:32:27,0,ok
2025-06-21 11:19:54,0,ok
2025-06-21 08:47:44,0,sangat ngebantu
2025-06-21 05:40:13,0,aplikasi yg sangat nemudahkan warga
2025-06-21 04:47:41,0,mengapdate ke versi terbaru susah
2025-06-21 04:23:45,0,aplikasinya sudah oke..
2025-06-21 03:15:40,0,mantap sekali
2025-06-21 01:54:41,0,Mantap bos
2025-06-20 16:05:27,0,bagus
2025-06-20 13:50:48,0,terima kasih telah berupaya meningkatkan layanan lbh baik insyaallooh bermanfaat bagi sy
2025-06-20 13:24:07,0,sangat membantu..
2025-06-20 12:47:48,0,mntapp
2025-06-20 11:08:56,0,bermampaat
2025-06-20 10:44:57,0,is good..terlengkap
2025-06-20 09:22:16,0,sangat membantu
2025-06-20 09:04:39,0,alhamdullilah keterima negeri
2025-06-20 07:15:58,0,alus sae
2025-06-20 02:04:28,0,"mohon maaf, untuk melengkapi data tidak bisa karena kolom rt hanya sampai rt 061, sedangkan tempat saya rt 065, mohon solusinya 🙏🏻"
2025-06-20 01:03:40,0,"Bersama Bapak Aing, Jabar Istimewa"
2025-06-19 08:14:10,0,bagus buat lebih tahu bahwa pajak kendaran yg harus di siapkan harga pajak nyah. makasih trus kembangkan
2025-06-19 05:59:44,0,bagus
2025-06-18 23:06:50,0,kenapa setelah di update malah gak bisa login pake akun google min? padahal biasanya saya masuk pake akun google. maaf bintang nya saya kurangin min
2025-06-18 13:24:01,0,tampilannya kok jadi aneh gini
2025-06-18 13:13:13,0,setelah aplikasinya di perbarui ..fitur pajaknya sama sekali gak bisa di buka
2025-06-18 12:54:46,0,Bermanfaat Banget untuk mengecek pajak kendaraan
2025-06-18 10:56:39,0,Cukup bahus pelayannana
2025-06-18 10:21:50,0,sangat terbantu ada nya aplikasi inih
2025-06-18 08:25:59,0,ditingkat kembali signal jaringan pelayanan
2025-06-18 05:17:20,0,"semenjak di update malah log out sendiri,di benerin dong aplikasi nya mau bayar pajak ini susah amit team IT pada ngapain sih"
2025-06-18 04:57:14,0,suka logout sendiri
2025-06-17 00:28:05,0,Terimakasih 🙏🙏
2025-06-16 12:29:22,2,"saya mau bayar pajak kendaraan perusahaan. ketika saya masukan NPWP perusahaan yang sesuai dengan atas nama kendaraan tersebut, knpa npwp tidak sesuai ya? padahal sudah benar penulisnya. mohon arahannya? untuk kebaikan dan kelancaran pajak ke negara."
2025-06-16 05:25:58,2,ribet susah
2025-06-16 05:19:39,4,Minta tolong inimah buat pengelola aplikasi dan instansi terkait agar diadakan fitur cabut berkas kendaraan biar gaperlu jauh pergi ke samsat asal. Kalo bisa langsung mutasi juga gapapa🙏
2025-06-16 03:58:04,0,ini yang di sebut aplikasi cuman buat buang buang anggaran . gak fungsi
2025-06-16 02:13:10,0,sush amat daftar nya bikin password aja ribet udh huruf kapital dll jg ttp aja gk bs
2025-06-16 01:31:23,0,mantap
2025-06-15 08:19:45,0,akurat
2025-06-14 00:59:08,1,"Di reno 4f sampai saat ini aplikasi gk bisa dibuka Kasih solusinya dong,, apakah di semua reno 4f aplikasi cuma blank hitam?"
2025-06-13 23:47:54,0,easy to use
2025-06-13 11:11:52,0,demi kemajuan jabar siap kami dukung
2025-06-13 10:50:33,0,nge lag parah
2025-06-13 10:35:35,0,"susah banyak masalah, sulit untuk upload berkas anak sekolah"
2025-06-13 07:35:01,0,katanya bisa blokir online. udah beberapa hari cuma di verifikasi aja . GK ke blokir.. tolong dong di perbaiki sistem nya ...
2025-06-13 03:58:15,0,SPTJM tida bisa di unduh
2025-06-13 02:16:58,2,malah di gabungin sama aplikasi penerimaan sekolah mana sering eror kocak daftar masuk sekolah harusnya pisah aplikasi malah di gabungin sama aplikasi pajak kendaraan. ribet amat jabar
2025-06-12 13:03:17,0,Aplikasi sekarang jadi macet.. mohon untuk diperbaiki
2025-06-12 10:01:28,0,lemot
2025-06-12 08:03:15,0,"mau bikin akun sapawarga, aplikasinya selalu berhenti bekerja. padahal memori pada perangkat saya tidak penuh dan jaringan cukup memadai tolong perbaiki bug tersebut 🙏"
2025-06-12 04:19:18,0,"giliran mau reseevasi pajak tahunan samsat nya yg ada cimahi doank , cibinong ga ada 🤣🤣 , ga gunan amat ini apk"
2025-06-12 03:40:36,0,walaupun loading tapi mantap lah
2025-06-12 03:31:43,0,apk lemot
2025-06-12 02:25:15,0,Belum paham sepenuhnya dgn Apl ini
2025-06-12 00:47:25,0,sangat membantu
2025-06-11 23:15:53,0,"kok sekarang susah akses buat cek pajak kendaraan ya, aplikasi ga mau dibuka"
2025-06-11 11:31:26,0,"aplikasi nya lambat, buka mau cek pajak ga kebuka."
2025-06-11 08:25:46,1,ini mah bukan sapa warga tapi sampah warga-_-
2025-06-11 07:44:23,0,sangat membantu terutama u byr pajak kendaraan
2025-06-11 07:16:18,0,bermanfaat
2025-06-11 07:05:07,0,ah aplikasinya gmn sih.... eror mulu.... perbaikan dong.... dri kemarin daftar online gak bisa-bisa sistemnya perbaikan dong
2025-06-11 06:54:49,58,"kegunaan memang banyak, tapi aplikasi ini sangat lag, jelas jelas jaringan bagus malah delay. gagal unduh trus, ke log out terus padahal gak mencet log out, perbaiki bug sana"
2025-06-11 05:35:18,0,cacat ni aplikasi error mulu kerjaannya
2025-06-11 04:52:35,0,jelek mau daftar spmb SMK aja nga bisa di buka
2025-06-11 03:54:41,0,Kenapa aplikasi nya loading mulu udah seminggu lebih
2025-06-11 03:42:54,0,eror loding Mulu
2025-06-11 01:16:53,0,"saya mau bayar pajak ga bisa2 knp ya ,udah seminggu ini ,biasa bayar online ,sampe udah telat ini pajaknya"
2025-06-10 22:23:12,0,eror mulu butut
2025-06-10 14:24:56,0,"mempermudah,tp sering ganguan"
2025-06-10 11:31:09,0,aplikasi nya harus di perbaiki. mau cek pajak aja loading lama gak kaya apa sebelah.
2025-06-10 10:37:00,0,ini kenapa eror terus cek kendaraan
2025-06-10 10:25:17,1,"Tulisan ""Periksa koneksi internet"" terus muncul setelah update terbaru. Padahal koneksi internet saya tidak ada masalah. Sangat mengganggu"
2025-06-10 08:39:17,3,"download surat pernyataan tangung jawab mutlak, dari jam 8 pagi sampai jam 2 siang ga ke download,,, padahal jaringan bagus,di handphone juga ga banyak memori yang terpakai"
2025-06-10 08:10:26,0,aplikasi gebleg.mau upload foto2 ajh susah banget.
2025-06-10 07:18:44,0,apk mempersulit anak masuk sekolah bukan mempermudah
2025-06-10 06:34:08,0,"knp ketika saya daftar siswa baru jalur domisili error terus gak bisa daftar. pesan errornya : ""rapor harus diisi "" ?? padahal saya sudah isi lengkap semua data termasuk upload berkas/file nya"
2025-06-10 04:16:01,0,"assalamualaikum, bapak aing apk na ngelag kaya otak barudak gen z euy, kumaha Ade urang rek daftar sakola na bapak hadeuh²😭🤦"
2025-06-10 03:30:27,16,"bayar pajaknya sih online, cuma tetep harus ngambil STNK baru nya di Samsat, yaa sama aja dong, mana digabungin sama yang offline, malah lebih lama yang online karena harus fotocopy dulu eskkp nya, dari pagi sampe jam 10,30 masih belum beres,"
2025-06-10 02:55:23,0,"gajelas aplikasi nya, loading mulu gua mau daftar smk loading terus gajelas, kalo ga niat bikin aplikasi gausah dibikin GAJELAS !!"
2025-06-10 02:44:20,0,sangat joss
2025-06-10 02:18:33,0,pas login force close mulu
2025-06-10 02:08:23,0,lumayan
2025-06-10 00:50:17,0,Katanya super apps! AKses Spmb aja harus tunggu puluhan menit. Payah!!!¡!!!!!
2025-06-09 23:38:14,0,Susah login... error terus...
2025-06-09 17:12:15,0,sangat membantu
2025-06-09 15:41:51,0,oke mantaaap
2025-06-09 14:34:00,0,susah login yang spmb apk *kebiasaan apk dari pemerintah 😂😂🤣🤣🤣😂😂😂🤣🤣🤣
2025-06-09 11:41:20,0,kenapa versi baru jd lemot banget
2025-06-09 11:19:09,0,"Masih banyak BUG gak bisa pilih kota untuk identitas diri, terus jika sudah diisi eh malah gak bisa diubah🙉"
2025-06-09 10:32:01,0,"kacau ini gak bisa masuk aplikasi,ini harus dilaporkan lagi ke KDM"
2025-06-09 07:01:35,0,Lemot selalu. ga ada perbaikan
2025-06-08 22:37:23,0,terima kasih
2025-06-08 15:41:34,1,mau byar pajak aplikasinya malah lag hadeuh..
2025-06-08 08:13:46,0,bagus
2025-06-08 05:27:02,0,"tidak bisa melengkapi profil pribadi,nama kecamatan kurang lengkap/tidak tersedia tolong di perbaiki lagi ya min"
2025-06-08 05:23:41,0,LEMOT
2025-06-07 22:21:24,0,"mau blokir kendaraan,ko ga bisa bisa pas di bagian ambil poto langsung keluar aplikasi"
2025-06-07 08:40:34,1,"Sejak gabung dgn fitur lain, malah susah utk cek pajak. masih lebih baik saat tunggal sambara. mengecewakan"
2025-06-06 13:49:17,0,susah banget memuat terus
2025-06-06 07:48:16,0,mempermudah keperluan warga Provinsi Jawa Barat
2025-06-05 23:51:32,0,cek pajak kendaraan loading terusss
2025-06-05 13:11:29,1,"hari ini 5 Juni 2025 saya mau bayar pajak mobil yg jatuh tempo tapi diaplikasi cuma loading gak bisa masuk akun, sampai jam 9 malam tetap gak bisa, lewat dari tanggal 5 kena denda, gak ikhlas saya."
2025-06-05 12:20:54,0,Mau login ke akun SPMB loading terus gak kelar kelar
2025-06-05 11:35:40,0,baik
2025-06-05 10:43:18,0,apakah bisa membayar pajak kendaraan dari aplokasi ini?tanda cap stempel dr samsat bagaimana?
2025-06-05 03:57:44,0,Oke
2025-06-05 02:35:48,0,semoga membantu
2025-06-04 08:59:51,0,menurut saya ini aplikasi pemerintah paling bagus dari sisi ui/ux ya. Dari fungsi juga lumayan lah saya beberapa kali bayar pajak dan lancar.
2025-06-04 07:32:55,0,ok
2025-06-04 04:16:13,0,"aplikasi rusak!! notif aja banyak,giliran mau di pake muterrr muter doang loading lamaa!!!"
2025-06-04 03:44:14,0,susah bayar virtualnya gangguan terus
2025-06-04 00:20:03,0,"buruk, server down mulu"
2025-06-04 00:12:11,0,"Assalaamu'alaikum Punten pa abdi bade tumaros abdi bade bayar pajak di aplikasi sapa warga, eta pami te dicetak pengesahan na di samsat teu sawios2? Ukur nganggo QR bukti pembayaran wungkul, sah teu, pami aya razia dijalan. Haturnuhun infona margi kaleresan abdi nuju damel diluar provinsi. haturnuhun"
2025-06-03 15:20:03,0,"apk mudah di gunakan, tetapi baru2 ini knapa ga bisa terbuka ya"
2025-06-03 14:07:48,0,knp aplikasinya ko sedang dalam perwatan?
2025-06-03 11:06:46,0,Mau bayar pajak kok loading terus
2025-06-03 10:02:39,0,app bagus membantu dan informatif
2025-06-03 06:48:56,0,jelek apknya
2025-06-03 05:34:00,0,aplikasi pedut knapa ini loading mulu dr kpn tau
2025-06-03 03:04:48,0,"ribet, kode kadang bisa d akses kadang juga engga"
2025-06-03 02:44:09,0,"kenapa ya, sekarang tiap mau ngecek pajak atau bayar bayar pajak susah masuk?? gak kayak dulu, cepet."
2025-06-03 02:40:27,0,"mau bayar pajak min,sukses ko ga bisa di bayar, gimana sih, dari kemarin loh udah update, sekarang bayar pajak ga bisa"
2025-06-03 01:51:08,0,"Di sesi ""Bayar Pajak Kendaraan Ini"" kok gak bisa di klik ya? Udah pengen bayar pajak pisan ini, malah gak bisa lanjut"
2025-06-03 01:00:03,0,"busuk banget aplikasi buatan pemerintah, kagak mampu beli server yg cepet kah? lama banget loading nya"
2025-06-02 23:27:15,0,Tidak bisa log in. aplikasi tiba-tiba keluar sendiri
2025-06-02 22:39:33,0,semoga lancar
2025-06-02 13:40:14,0,lebih mudah
2025-06-02 08:59:42,0,menu bayar pajak kendaraan orang lain tidak bisa. bagaimana ini ya
2025-06-02 08:50:59,0,rudet
2025-06-02 07:56:08,0,"baru pagi diinstal, hbis dzuhur minta di updet. aneeeh"
2025-06-02 07:37:28,0,fiturnya bisa bayar di indo atau alfa. pas mau bayar gak bisa ternyata.
2025-06-02 07:25:53,0,Katanya butuh survey dari warga tetapi saat ada pertanyaan yg bersifat saran tp error aplikasinya. padahal tulisan sudah benar hanya memakai huruf tanpa tanda baca yg lain tp tetap merah sehingga tidak bisa dikirim survey tentang JCC
2025-06-02 03:35:26,0,"tolong aplikasi segera diperbaiki,mau bayar pajak motor mind"
2025-06-02 01:28:17,0,bagus
2025-06-02 01:25:48,3,rincian pembayaran sudah keluar dan benar.. tapi pas mau klik bayar k gak bisa sih... klik2 bayar ttp ajah gk pindah menu... haduh eror apa gmna nih aplikasi...
2025-06-01 16:33:02,0,toppp
2025-06-01 11:07:52,0,Kenapa saya tidak bisa klik bayar pajak?
2025-06-01 06:53:27,38,"sekedar masukan. karena saya mengalami kejadian, account login saya emailnya di rentas. otomatis saya tdk bisa login. dan membuat account baru. no tlp sdh tidak bisa di masukin. soalnya sdh terdaftar. usulan nya : kenapa harus login nya cuma 1pintu pakai email. kenapa ngk pk NIK atau no HP (OTP) agar flexible untuk kasus yg tdk bisa login seperti yg saya alami. semoga kedepannya mengacu ke NIK dan OTP no hp. untuk kemudahan login terimakasih"
2025-06-01 05:21:44,0,setelah update bukannya makin bagus malah makin jelek
2025-06-01 02:59:52,1,ini gimana mau bayar pajak udah ada nominalnya berapa tapi ketika di klik bayar pajak gabisa? ini gimana? ya ampuun niat mau bayar supaya ga ribet di aplikasi ga ada solusinya
2025-06-01 01:52:20,0,good
2025-05-31 22:56:59,0,bagus... 😁👍👍👍👍
2025-05-31 17:19:44,0,bagus
2025-05-31 15:43:33,0,Terima Kasih
2025-05-31 14:51:08,0,aplikasi bagus dan sangat membantu
2025-05-31 13:20:40,0,"Ngecek info pajak kendaraan orang lain ga akurat dari merek yamaha malah jadi honda,sampai tahun 2018 eh malah jadi tahun 2015"
2025-05-31 12:41:57,0,kerenn... mantap aplikasinya
2025-05-31 12:04:42,0,ok
2025-05-31 08:05:14,0,tidak bisa bayar pajak kendaraan
2025-05-31 04:25:40,0,"aplikasi pemerintah gak guna mau bayar susah nunggu gambar jam pasir mulu , pantes pungli banyak aplikasi sengaja dibikin bapuk kek gini"
2025-05-31 00:57:11,0,pembayaran pajak lebih mudah
2025-05-30 14:27:25,0,mantap
2025-05-30 08:52:09,0,admin yg bager.... email verifikasi kok belum di kirim ya?
2025-05-30 08:30:10,0,sudah download lagi yg kedua kalinya . masuk mau blokir motor yg sudah terjual tetap gak bisa bikin esmosi. mau gak mau harus ke samsat induk blokir nya ..
2025-05-30 07:30:54,0,aplikasi eror
2025-05-30 05:51:50,0,sistem selalu gangguan dan tidak kunjung selesai maintenancenya
2025-05-30 02:43:57,3,tolong di bantu... aplikasinya buat bayar kendaraan kok gak bisa ya... udah di klik bayar kendaraan ini tapi Gak ada respon
2025-05-29 18:17:08,0,bagus
2025-05-29 13:20:04,0,Tolong aplikasinya diperbaharui lagi dibikin ringan soalnya agak lama pas bukà awal aplikasinya
2025-05-29 11:31:08,0,aplikasi nya lmot kurang satset bnyak gagal server trus
2025-05-29 10:44:42,0,"lemot parah aplikasi nya server sibuk terus, sekelas Pemprov Jabar padahal lemottt bufering terus"
2025-05-28 09:36:48,1,"msh bnyk kekuranganx, pengisian data diri saja tidak bisa"
2025-05-28 00:39:29,0,bagi pemula sangat membantu
2025-05-27 16:27:47,0,mantap
2025-05-27 15:25:50,0,siip
2025-05-27 14:46:33,0,"aplikasi apaaan susah d pake,ga becus ni yg bikin apk"
2025-05-27 08:04:57,0,"Saya tinggal di bandar lampung, apakah bisa pake aplikasi ini untuk ikut pemutihan ?"
2025-05-27 05:27:10,0,"Aplikasi ga jelas, ga bisa cek pajak kendaraan bermotor, tolong di perbaiki lagi"
2025-05-27 02:00:51,47,bagus apalagi kalo ada fitur tabungan pajak untuk kendaraan dan bisa di lakukan bayar ekses dari saldo tabungan itu sendiri
